Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Admission grade,Educational special needs,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target
9085,1,1,149,147,0,1,0,0,20,0,6,14,6,13,0,0,6,9,6,14,0,1
9500,1,1,130,125,0,1,0,0,18,0,7,11,7,13,0,0,8,13,7,12,0,1
9147,1,1,121,123,0,1,0,1,19,0,5,5,5,12,0,0,5,8,3,11,0,2
9670,1,1,128,130,0,1,0,0,20,0,5,5,4,15,0,0,5,5,4,13,0,0
9853,1,1,152,154,0,1,0,1,18,0,6,6,6,13,0,0,6,7,6,12,0,1
9147,1,1,132,122,0,1,0,1,20,0,5,8,3,12,0,0,5,9,4,12,0,2
8014,0,1,107,103,0,1,0,0,22,0,6,7,5,13,0,0,6,9,5,12,0,1
171,1,1,131,132,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2
9991,0,1,141,100,0,1,0,0,21,1,5,9,4,11,0,1,5,5,5,11,0,1
9853,1,1,120,115,0,1,0,0,18,0,7,12,6,12,0,0,7,11,6,12,0,2
9500,1,1,148,133,0,1,0,0,18,0,8,8,7,13,0,0,8,8,7,13,0,1
9070,1,1,130,118,1,1,0,1,18,0,6,6,6,12,0,0,6,8,6,11,0,1
171,1,1,145,150,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
9147,1,1,112,107,0,1,0,0,19,0,5,7,3,10,0,0,5,11,3,14,0,2
9500,1,1,138,127,0,1,0,0,19,0,7,10,5,12,0,0,7,7,5,13,0,2
9500,1,1,135,120,0,1,0,0,19,0,8,11,7,13,0,0,8,11,7,13,0,1
9147,1,1,118,117,0,1,0,0,19,0,5,9,4,12,0,0,5,10,4,12,0,2
9254,1,1,123,120,0,0,0,0,19,0,6,9,3,11,0,0,6,15,1,10,0,0
9254,1,1,126,118,0,1,0,1,21,0,6,7,6,13,0,0,6,6,6,12,0,1
9773,1,1,150,130,0,1,0,1,20,0,6,9,5,11,0,0,6,9,5,11,0,1
9147,1,1,121,112,0,1,0,1,20,0,5,7,5,14,0,0,5,7,5,13,0,1
9991,0,19,133,117,0,1,0,0,41,0,5,8,5,11,0,0,5,6,5,11,1,1
9500,1,40,130,130,0,1,0,0,32,0,7,16,4,13,0,0,7,8,7,12,0,2
9500,1,1,139,131,0,1,0,0,18,0,8,8,7,14,0,0,8,8,7,14,0,1
8014,0,1,160,97,0,1,0,1,35,0,6,9,6,11,0,0,6,6,6,11,0,1
9500,1,1,110,130,0,0,0,0,32,0,7,12,4,13,0,0,7,7,0,0,0,0
8014,0,40,140,148,0,1,0,0,37,7,11,11,11,13,0,4,8,8,8,14,0,1
9147,1,3,130,103,0,1,0,0,30,4,7,9,7,11,0,3,8,12,7,11,0,0
9773,1,1,132,127,0,1,1,0,23,0,6,9,6,12,0,0,6,11,5,13,0,1
9773,1,1,139,124,0,1,0,1,20,0,6,6,6,14,0,0,6,7,6,13,0,0
9670,1,1,135,121,0,1,1,0,21,0,5,7,4,11,0,0,5,6,4,11,0,1
9147,1,1,117,118,0,1,1,0,19,0,5,6,5,11,0,0,5,5,5,13,0,1
9500,1,1,137,121,0,1,1,1,18,0,8,8,7,15,0,0,8,8,7,15,0,1
9119,1,1,144,119,0,1,1,0,18,0,5,6,1,10,0,0,5,7,1,12,0,0
9991,0,1,130,115,0,1,1,0,24,0,5,5,4,12,0,0,5,6,5,12,0,2
9670,1,1,140,130,0,1,1,0,22,0,6,11,4,13,0,0,6,11,4,12,0,1
9254,1,1,130,130,0,1,1,0,18,0,6,7,4,11,0,0,6,7,3,11,0,0
9238,1,1,130,126,0,1,0,0,18,0,6,8,6,13,0,0,6,11,5,12,0,1
9070,1,1,152,168,0,1,1,0,21,0,6,7,5,14,0,0,6,6,5,14,0,1
9500,1,1,133,130,0,1,0,0,38,0,7,13,3,11,0,0,7,14,2,10,0,0
9556,1,1,140,122,0,1,0,1,19,0,7,11,7,12,0,0,8,11,8,12,0,1
9500,1,1,133,110,0,1,0,0,36,0,7,12,4,11,0,0,7,14,3,12,0,0
9085,1,1,140,127,0,1,0,0,18,0,5,8,4,13,1,0,5,10,4,10,0,1
9500,1,1,133,108,0,1,0,0,19,0,7,9,7,12,0,0,8,12,6,11,0,1
9085,1,42,140,138,0,0,0,0,21,7,10,15,8,13,0,4,9,17,5,13,0,0
9500,1,1,133,96,0,1,0,0,19,0,7,10,6,13,0,0,8,11,6,11,0,2
9238,1,1,135,124,0,1,0,1,18,0,6,11,5,11,0,0,6,8,6,12,0,1
9500,1,3,120,120,0,1,0,0,45,7,11,11,11,12,0,6,10,12,10,12,0,2
9147,1,1,140,132,0,1,0,0,20,0,5,9,1,10,0,0,5,10,1,11,0,0
9254,1,1,128,120,0,1,0,0,18,0,6,8,6,11,0,0,6,10,4,11,0,1
9670,1,1,141,132,0,1,0,1,18,0,6,8,6,14,0,0,6,7,6,13,0,1
9130,1,3,140,140,0,1,0,0,25,0,5,9,0,0,4,0,5,9,0,0,3,0
9500,1,1,139,124,0,1,0,0,19,0,8,9,7,12,0,0,8,9,7,12,0,1
171,1,1,142,142,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1
9254,1,40,130,130,0,1,0,0,39,12,13,14,13,13,0,9,12,16,12,14,0,1
9003,1,1,130,144,0,1,0,0,29,13,18,20,18,15,0,11,13,13,13,15,0,1
9853,1,1,125,128,0,1,0,0,18,0,7,9,6,11,0,0,7,8,7,12,0,2
9070,1,3,140,140,0,0,0,0,23,0,3,3,2,10,0,0,6,0,0,0,0,0
9853,1,1,120,113,0,1,0,0,21,0,6,8,4,12,0,0,6,13,3,10,0,0
9238,1,1,147,137,0,0,0,0,18,0,6,6,6,14,0,0,6,6,6,15,0,1
9085,1,40,140,140,0,1,0,0,23,0,6,7,6,15,0,0,6,8,6,16,0,1
9130,1,1,161,152,0,1,0,0,18,0,6,7,6,15,0,0,6,7,6,14,0,1
8014,0,19,133,112,0,1,0,0,32,0,6,8,5,13,0,0,6,7,6,12,0,1
9147,1,1,150,101,0,0,0,0,29,0,5,8,3,10,0,0,5,14,2,14,0,0
9238,1,1,113,112,0,1,0,1,20,0,6,8,5,11,0,0,6,8,4,11,0,1
9238,1,1,140,114,0,0,0,0,28,0,6,11,1,13,0,0,6,12,0,0,0,0
9147,1,3,130,130,0,1,0,0,27,0,5,9,3,12,0,0,5,11,4,13,0,1
9500,1,1,120,121,0,1,0,0,22,11,14,14,12,12,2,11,14,14,12,12,2,1
9003,1,19,133,120,0,1,0,0,37,0,6,10,6,12,0,0,6,12,6,12,0,2
8014,0,3,130,130,0,0,0,0,28,0,6,12,1,11,0,0,6,0,0,0,0,0
9003,1,1,120,125,0,0,0,0,43,0,6,10,4,12,0,0,6,13,4,10,0,0
9556,1,1,140,128,0,0,0,0,32,0,7,7,0,0,7,0,8,8,0,0,7,0
9238,1,1,123,113,0,1,0,1,20,0,6,11,4,10,0,0,6,13,5,11,0,2
9500,1,19,133,120,0,1,0,1,35,0,8,9,8,13,1,0,8,9,8,13,1,1
9670,1,1,130,117,0,1,0,0,21,0,5,8,3,13,0,0,5,7,4,11,1,1
9500,1,1,126,121,0,1,0,1,18,0,7,9,6,13,0,0,7,7,7,12,0,2
9500,1,1,176,169,0,1,0,1,18,0,7,7,7,16,0,0,8,9,8,16,0,1
9238,1,1,124,117,0,1,0,0,18,0,6,10,5,12,0,0,6,11,4,12,0,1
8014,0,39,120,121,0,1,0,0,22,3,6,6,6,12,0,2,6,7,6,13,0,1
9500,1,1,140,128,0,1,0,0,19,0,8,8,7,12,0,0,8,8,7,12,0,1
9147,1,1,143,132,0,1,0,1,18,0,5,8,5,13,0,0,5,6,5,12,0,1
171,1,1,136,134,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
9500,1,1,132,123,0,1,0,1,18,0,7,7,7,14,0,0,8,9,8,15,0,1
9991,0,19,133,121,0,0,0,0,31,0,5,7,0,0,0,0,5,7,0,0,0,0
8014,0,19,100,130,0,1,0,1,33,0,6,9,5,13,0,0,6,7,6,12,0,1
9500,1,1,137,126,0,1,0,1,19,0,8,8,8,13,0,0,8,8,8,13,0,1
9238,1,1,153,159,0,1,0,1,18,0,6,7,6,15,0,0,6,6,6,15,0,1
9147,1,1,160,151,0,1,0,0,23,0,5,8,3,10,0,0,5,8,5,11,0,1
9238,1,1,145,138,0,1,0,0,20,0,6,11,5,11,0,0,6,6,6,12,0,1
9500,1,1,137,126,0,1,0,0,18,0,8,8,8,13,0,0,8,8,8,13,0,1
9085,1,42,140,140,0,1,0,0,21,7,9,10,8,13,0,4,9,14,5,12,0,2
9238,1,1,120,112,0,1,0,1,22,0,6,10,5,10,0,0,6,10,5,12,0,1
9238,1,1,122,127,0,1,0,0,20,0,6,6,6,12,0,0,6,7,6,11,0,1
9500,1,3,130,130,0,1,0,0,23,1,7,8,6,14,0,1,7,8,6,14,0,1
9773,1,1,133,115,0,1,0,0,19,0,6,6,6,12,0,0,6,6,6,12,0,1
9500,1,1,150,131,0,1,0,0,19,0,8,8,7,13,0,0,8,8,7,13,0,1
9991,0,1,133,125,0,1,0,0,26,0,5,9,2,12,0,0,5,9,3,11,0,0
9500,1,1,141,126,0,1,0,0,18,0,7,7,7,13,0,0,8,9,8,13,0,1
9119,1,1,146,132,0,1,1,0,18,0,5,5,1,16,0,0,5,5,0,0,0,0
9003,1,39,150,150,0,1,1,0,20,0,6,8,6,13,0,0,6,10,6,13,0,1
9670,1,1,133,95,0,1,1,0,19,0,6,7,0,0,0,0,6,6,0,0,0,0
9991,0,1,120,128,0,0,1,0,32,5,9,9,5,11,0,4,4,4,4,11,0,0
9130,1,1,150,130,0,0,1,0,31,0,4,12,2,11,2,0,5,9,3,11,0,0
9119,1,19,133,100,0,1,1,0,25,0,5,13,1,11,0,0,5,11,1,10,0,2
9085,1,39,140,159,0,1,0,0,21,2,6,14,5,13,0,2,6,10,5,13,0,1
9991,0,1,140,100,0,0,0,0,31,2,6,10,4,11,0,0,5,6,1,10,0,0
9853,1,1,133,116,0,1,0,0,34,0,7,11,1,10,0,0,7,7,1,13,0,0
9238,1,1,128,120,0,1,0,1,18,0,6,8,6,13,0,0,6,9,6,12,0,1
9238,1,1,117,117,0,1,0,0,19,0,6,0,0,0,0,0,6,0,0,0,0,0
9670,1,42,140,140,0,1,0,0,21,0,6,12,1,12,0,0,6,11,1,11,0,2
9853,1,1,124,118,0,0,0,0,18,0,6,11,3,13,0,0,6,10,5,11,0,0
9254,1,1,158,153,0,1,0,0,20,0,6,7,6,14,0,0,6,6,6,16,0,1
9773,1,1,137,127,0,1,0,0,20,0,6,6,6,11,0,0,6,7,6,12,0,1
9670,1,1,123,118,1,1,0,1,18,0,6,10,5,12,0,0,6,11,5,12,0,1
9238,1,1,126,126,0,1,0,0,19,0,6,11,4,12,0,0,6,7,6,11,0,1
9085,1,1,170,170,0,1,0,0,19,0,5,5,0,0,5,0,5,7,4,14,1,2
9130,1,1,133,110,0,1,0,1,30,0,6,7,0,0,0,0,6,16,1,10,0,0
9238,1,1,115,115,0,1,0,0,19,0,6,6,6,12,0,0,6,7,6,12,0,1
9556,1,1,132,119,0,1,0,0,19,0,7,9,7,11,0,0,8,8,8,13,0,1
9500,1,1,132,121,0,1,0,1,19,0,8,8,7,13,0,0,8,8,7,13,0,1
9085,1,1,143,133,0,1,0,0,19,0,6,7,6,16,0,0,6,8,6,15,0,1
9238,1,1,137,131,0,1,0,0,20,0,6,9,5,11,0,0,6,7,6,11,0,1
9119,1,1,130,135,0,1,1,0,25,0,5,5,0,0,0,2,6,7,2,14,0,0
9773,1,1,121,122,0,1,1,0,19,0,6,0,0,0,0,0,6,0,0,0,0,0
9853,1,1,130,140,0,1,0,1,34,0,6,7,6,16,0,0,6,10,6,16,0,1
9500,1,1,135,125,0,1,0,1,18,0,8,8,7,11,0,0,8,8,7,11,0,1
9500,1,1,137,126,0,1,0,1,18,0,8,8,8,13,0,0,8,8,8,13,0,1
9670,1,1,100,100,0,1,0,0,20,0,6,8,6,12,0,0,6,10,5,14,0,1
9500,1,1,127,121,0,1,0,1,20,0,8,8,7,12,0,0,8,8,7,12,0,1
9991,0,1,140,135,0,1,0,0,23,6,11,18,8,12,0,3,9,15,5,12,0,2
9670,1,1,140,120,0,1,0,0,28,0,6,8,1,10,0,0,6,9,0,0,0,0
9773,1,1,121,113,0,1,0,0,18,0,6,8,5,12,0,0,6,10,6,12,0,2
9147,1,1,131,129,0,1,0,0,19,0,5,5,5,12,0,0,5,6,4,12,0,1
9147,1,1,151,132,0,1,0,0,34,0,5,7,2,10,0,0,5,6,4,12,0,0
9853,1,1,130,120,0,1,0,0,35,0,7,7,0,0,0,0,6,0,0,0,0,0
9991,0,40,120,120,0,1,0,0,32,0,5,7,5,11,0,0,5,8,5,12,0,1
9254,1,1,136,123,0,1,0,0,19,0,6,8,6,12,0,0,6,6,6,13,0,1
9670,1,1,125,119,0,1,0,0,18,0,6,10,4,13,0,0,6,7,5,12,0,1
9147,1,1,133,140,0,0,0,0,35,0,5,8,4,12,1,0,5,8,5,11,0,0
8014,0,1,133,116,0,1,1,1,24,0,6,6,4,12,0,0,6,10,4,11,0,2
9238,1,1,120,113,0,1,0,1,20,0,6,7,6,11,0,0,6,8,6,12,0,1
9773,1,1,143,133,0,1,1,1,18,0,6,7,6,13,0,0,6,7,6,13,0,1
9500,1,1,133,115,0,1,1,1,20,0,8,8,7,13,0,0,8,8,7,13,0,1
9254,1,1,121,116,0,0,1,0,18,0,6,12,0,0,0,0,6,0,0,0,0,0
9119,1,1,168,171,0,1,1,1,18,0,5,6,5,17,0,0,5,8,5,18,0,1
9670,1,1,124,119,0,1,1,1,20,0,5,7,4,11,0,0,5,7,4,11,0,1
9853,1,1,127,121,0,1,1,0,19,0,7,10,6,13,0,0,7,9,6,12,0,0
9070,1,1,129,132,0,1,1,1,20,0,6,9,6,11,0,0,6,6,5,13,0,2
9238,1,1,137,132,0,1,1,0,19,0,6,6,6,12,0,0,6,8,6,11,0,1
9773,1,1,120,126,0,1,1,0,20,0,6,9,5,12,0,0,6,11,4,11,0,1
9500,1,1,110,105,0,1,1,0,22,0,7,8,6,14,0,0,8,9,7,13,0,1
9119,1,1,120,117,0,1,1,1,18,0,5,8,4,13,0,0,6,10,6,13,0,2
9500,1,1,143,140,0,1,1,0,19,0,8,8,7,14,0,0,8,8,7,14,0,1
9003,1,39,120,120,0,1,1,0,22,2,6,15,3,11,0,0,6,12,2,10,0,0
9119,1,1,124,119,0,1,1,0,20,0,5,5,5,14,0,0,5,5,5,17,0,1
9003,1,1,168,153,0,0,1,0,34,0,6,7,0,0,0,0,6,0,0,0,0,0
8014,0,19,133,130,0,1,1,0,24,0,6,14,1,10,0,0,5,5,0,0,0,0
9670,1,1,150,107,0,1,1,0,26,0,5,5,0,0,0,0,5,5,0,0,0,0
9500,1,1,140,132,0,1,1,0,35,0,7,10,4,12,0,0,7,9,5,12,0,0
9991,0,1,145,127,0,1,1,0,22,0,5,9,5,12,1,0,5,7,5,11,0,1
9254,1,1,118,123,0,1,1,0,26,0,6,10,4,10,0,0,6,11,3,12,0,2
9147,1,1,123,122,0,1,1,0,19,0,5,7,3,12,0,0,5,5,0,0,0,0
9254,1,1,120,114,0,0,1,0,19,0,6,0,0,0,0,0,6,0,0,0,0,0
171,1,39,140,140,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1
9670,1,1,126,111,0,1,1,0,21,5,11,12,10,12,0,2,8,9,8,13,0,1
9773,1,1,137,133,0,1,0,1,19,0,6,7,6,14,0,0,6,6,6,15,0,1
9773,1,1,130,123,0,1,0,0,18,0,6,6,6,12,0,0,6,7,6,12,0,1
9003,1,42,150,150,0,1,0,1,23,7,12,14,12,14,0,5,10,12,10,13,0,1
9147,1,1,147,132,0,1,0,1,18,0,5,5,5,13,0,0,5,6,5,12,0,1
9500,1,1,140,126,0,1,0,0,18,0,8,8,7,13,0,0,8,8,7,13,0,1
9500,1,1,132,119,0,1,0,0,19,0,8,8,7,11,0,0,8,8,7,11,0,1
9147,1,42,130,133,0,1,0,0,21,6,11,17,11,11,0,3,9,13,8,12,0,1
9085,1,1,130,126,0,1,0,1,18,0,6,13,6,16,0,0,6,8,6,13,0,1
9773,1,1,151,138,0,1,0,1,24,0,6,7,6,13,0,0,6,6,6,12,0,1
9500,1,1,144,129,0,1,0,0,18,0,7,8,7,12,0,0,8,9,8,13,0,0
9670,1,1,127,118,0,1,0,0,18,0,6,7,6,12,0,0,6,10,3,12,0,2
9500,1,1,131,129,0,1,0,0,20,0,7,8,6,14,0,0,8,10,7,14,0,1
9085,1,1,123,113,0,1,0,0,19,0,5,13,3,12,2,0,5,8,4,11,0,2
9773,1,1,130,128,0,0,0,1,18,0,6,12,3,12,0,0,6,15,3,10,0,0
9254,1,1,130,130,0,1,0,1,19,0,6,11,4,12,0,0,6,14,3,11,0,0
9853,1,1,131,121,0,1,0,0,19,0,6,10,5,12,0,0,6,7,5,11,0,1
9238,1,3,135,129,0,1,0,0,18,0,6,6,6,12,0,0,6,6,6,12,0,1
9853,1,1,123,115,0,1,0,0,20,0,7,8,6,13,0,0,7,8,6,14,0,2
9500,1,1,145,125,0,1,0,1,18,0,8,8,8,13,0,0,8,8,8,13,0,1
9556,1,1,118,117,0,1,0,1,19,0,7,11,6,12,0,0,7,8,6,12,0,1
9147,1,1,125,118,0,1,0,0,18,0,5,16,4,10,0,0,5,11,2,12,0,2
9500,1,1,152,139,0,1,0,0,18,0,7,7,6,14,0,0,7,7,6,14,0,1
9085,1,1,101,98,0,1,0,0,21,0,6,12,4,12,0,0,6,13,2,12,0,2
9254,1,1,137,137,0,0,0,0,19,0,6,14,1,10,0,0,6,13,0,0,0,0
9500,1,1,123,113,0,1,0,0,21,0,7,8,7,14,0,0,8,9,8,14,0,1
9085,1,1,120,113,0,1,0,0,18,0,6,14,4,11,0,0,6,17,3,13,0,2
9556,1,1,131,128,0,1,0,1,18,0,7,9,7,12,0,0,8,8,8,13,0,1
9500,1,1,141,142,0,1,0,0,18,0,7,7,7,13,0,0,8,9,8,13,0,1
9130,1,1,144,137,0,0,0,0,23,0,5,9,0,0,3,1,5,10,1,12,3,0
9238,1,1,107,103,0,1,0,0,20,0,6,13,3,11,0,0,6,9,4,12,0,2
9500,1,1,133,123,0,1,0,0,18,0,7,7,7,13,0,0,8,9,8,13,0,1
9853,1,1,126,126,0,1,0,0,19,0,6,9,5,13,0,0,6,8,5,10,0,2
9500,1,1,133,121,0,1,0,1,27,0,7,8,6,12,0,0,7,9,6,11,0,2
9147,1,1,147,142,0,0,0,1,19,0,5,5,5,12,0,0,5,5,4,12,0,2
9130,1,1,120,120,0,1,0,0,21,0,6,14,5,11,1,0,6,13,5,11,1,0
9500,1,1,130,119,0,1,0,1,19,0,8,8,7,11,0,0,8,8,7,11,0,1
9238,1,1,120,121,0,1,0,1,21,3,6,6,6,12,0,2,6,8,6,11,0,1
9773,1,1,138,139,0,1,0,0,18,0,6,7,5,12,0,0,6,10,4,12,0,1
9085,1,1,124,113,0,1,0,1,20,0,5,8,5,12,1,0,5,8,4,15,1,1
9853,1,1,133,124,0,1,0,1,18,0,6,8,5,13,0,0,6,9,5,13,0,1
9070,1,1,122,123,0,0,0,1,18,0,6,6,6,11,0,0,6,8,6,11,0,0
9085,1,1,138,126,0,1,0,0,18,0,6,8,6,14,0,0,6,9,6,13,0,1
9773,1,1,134,120,0,1,0,1,18,0,6,6,6,12,0,0,6,6,6,13,0,1
9500,1,1,128,120,0,1,0,1,19,0,7,10,5,13,0,0,7,7,7,12,0,2
9085,1,42,140,144,0,0,0,0,23,7,11,18,11,13,0,4,9,15,8,13,0,2
9085,1,19,133,139,0,1,0,1,24,1,6,7,6,12,0,0,6,11,6,12,0,1
171,1,1,142,133,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1
9500,1,1,141,126,0,1,0,0,18,0,8,8,7,15,0,0,8,8,7,15,0,1
9070,1,1,145,133,0,1,0,0,19,0,6,6,6,12,0,0,6,6,6,11,0,1
9853,1,1,145,127,0,1,0,0,19,0,6,0,0,0,0,0,6,0,0,0,0,0
9238,1,1,108,105,0,1,0,1,20,0,6,11,5,10,0,0,6,9,5,11,0,2
9085,1,1,132,124,0,1,0,0,20,0,6,10,6,13,0,0,6,11,5,12,0,2
9773,1,1,140,102,0,1,0,0,26,0,6,8,4,11,0,0,6,12,0,0,0,0
9254,1,19,133,97,0,0,1,0,36,0,5,10,0,0,0,0,5,5,0,0,0,0
171,1,1,128,134,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
9119,1,1,120,113,0,0,1,0,27,0,5,0,0,0,0,0,5,0,0,0,0,0
9119,1,1,120,116,0,1,1,0,18,0,5,9,1,13,0,0,5,5,0,0,0,0
9500,1,1,139,124,0,1,1,1,18,0,8,8,7,13,0,0,8,8,7,13,0,1
9070,1,1,139,117,0,1,1,0,28,0,6,0,0,0,0,0,6,0,0,0,0,0
171,1,39,150,154,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1
9500,1,1,138,141,0,1,1,0,19,0,7,7,6,13,0,0,7,7,6,13,0,1
9670,1,9,133,120,0,0,1,0,26,0,5,5,0,0,0,0,5,5,0,0,5,0
9119,1,1,136,133,0,1,1,0,20,4,9,12,9,13,0,2,7,9,6,13,0,0
9500,1,1,134,122,0,1,1,0,19,0,8,8,7,12,0,0,8,8,7,12,0,1
9147,1,1,140,120,0,1,1,0,21,0,5,8,3,10,0,0,5,10,4,11,0,0
9670,1,42,110,114,0,1,1,1,23,0,6,7,5,13,0,0,6,7,6,12,0,1
8014,0,38,133,95,0,1,1,0,29,0,6,11,6,12,0,0,6,6,6,14,0,1
9500,1,1,129,120,0,1,1,0,20,0,8,8,7,15,0,0,8,8,7,15,0,1
9238,1,1,116,111,0,1,1,0,18,0,6,8,6,12,0,0,6,7,6,11,0,1
9773,1,1,130,128,0,1,1,0,19,0,6,8,5,12,0,0,6,8,5,12,0,1
9556,1,3,130,130,0,0,1,0,23,3,7,7,3,13,0,3,8,8,3,11,4,0
171,1,1,116,111,0,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
9147,1,1,136,122,0,1,1,0,18,0,5,6,5,12,0,0,5,7,4,12,0,2
171,1,1,147,134,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1
9070,1,1,117,131,0,0,1,0,21,0,6,6,1,14,0,0,6,7,0,0,7,0
9238,1,1,141,125,0,1,1,0,22,0,6,6,0,0,0,0,6,7,0,0,0,0
9556,1,1,133,106,0,1,1,0,21,0,7,8,7,12,0,0,7,11,5,12,0,1
9500,1,1,133,128,0,0,1,0,32,0,7,0,0,0,0,0,8,0,0,0,0,0
9003,1,3,120,120,0,1,1,0,27,14,18,21,18,11,0,10,13,16,13,11,1,1
9500,1,1,148,134,0,1,1,0,18,0,7,7,6,13,0,0,7,7,6,13,0,1
9070,1,1,130,112,0,1,1,1,24,0,6,6,6,15,0,0,6,6,2,16,0,1
9130,1,1,120,116,0,1,1,0,22,0,5,9,2,10,0,0,5,5,0,0,0,0
9130,1,1,120,120,0,0,1,0,22,0,6,0,0,0,0,0,4,6,0,0,2,0
9147,1,1,133,119,0,1,1,0,19,0,5,8,5,13,0,0,5,6,5,11,0,1
9119,1,1,129,117,0,1,1,0,19,0,5,10,0,0,0,0,5,5,0,0,0,0
9085,1,1,118,112,0,1,1,0,21,0,5,7,4,11,0,0,5,15,3,10,4,2
9500,1,1,140,131,0,1,0,1,18,0,8,8,8,13,0,0,8,8,8,13,0,1
9254,1,1,127,130,0,1,0,0,18,0,6,8,6,11,0,0,6,8,5,12,0,1
171,1,1,131,134,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
9238,1,1,132,127,0,1,0,0,19,0,6,7,6,12,0,0,6,7,6,13,0,1
9773,1,1,113,110,0,1,0,0,19,0,6,6,5,11,0,0,6,6,6,12,0,1
9254,1,1,115,108,0,1,0,1,18,0,6,9,5,11,0,0,6,6,6,11,0,1
9130,1,1,133,138,0,1,0,0,20,0,6,11,6,13,0,0,6,10,6,13,0,2
9070,1,39,150,147,0,1,0,1,22,2,7,7,7,13,0,5,9,9,9,13,0,1
9556,1,19,133,123,0,1,0,0,31,0,7,13,6,11,0,0,7,8,7,12,0,1
9853,1,1,141,142,0,1,0,1,19,0,7,7,7,14,0,0,7,7,7,14,0,1
171,1,1,140,138,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2
9254,1,1,136,125,0,1,0,1,18,0,6,8,6,12,0,0,6,9,5,12,0,1
9085,1,1,140,141,0,1,0,0,21,0,5,7,5,14,0,0,5,5,5,13,0,1
9500,1,1,143,130,0,1,0,1,18,0,7,8,7,13,0,0,8,9,8,15,0,1
9147,1,39,130,130,0,0,1,0,25,0,5,6,0,0,0,0,5,5,0,0,0,0
9119,1,1,133,100,0,1,1,0,21,0,5,5,0,0,0,0,6,8,0,0,0,0
9500,1,1,129,119,0,1,0,1,19,0,8,8,7,12,0,0,8,8,7,12,0,1
9773,1,1,132,124,0,1,0,0,19,0,6,6,5,12,0,0,6,7,5,10,0,2
9254,1,1,118,122,0,1,0,0,22,0,6,10,4,10,0,0,6,14,1,11,0,0
9147,1,1,150,150,0,1,1,0,19,0,5,5,5,10,0,0,5,8,5,11,0,1
8014,0,19,133,135,0,1,0,0,58,0,6,6,0,0,0,0,6,6,0,0,0,0
9238,1,1,122,127,0,1,0,1,19,0,6,8,4,11,0,0,6,6,6,12,0,1
9670,1,1,127,127,0,1,1,0,23,3,9,11,6,10,0,4,10,10,10,11,0,1
9773,1,1,122,126,0,1,0,1,19,0,6,11,4,11,0,0,6,11,3,11,0,2
9500,1,1,131,127,0,1,0,0,18,0,7,7,7,13,0,0,8,8,8,14,0,1
9085,1,1,130,122,0,1,0,0,20,0,5,6,5,12,0,0,5,8,4,12,0,1
9085,1,1,130,115,0,0,0,0,18,0,6,0,0,0,0,0,6,0,0,0,0,0
9670,1,1,130,121,0,1,0,0,18,0,6,6,6,13,0,0,6,8,5,13,0,1
9147,1,1,122,116,0,1,0,1,18,0,5,5,5,11,0,0,5,5,5,11,0,1
9130,1,1,114,120,0,1,0,0,24,0,6,9,6,12,0,0,6,10,5,12,0,0
9853,1,1,143,127,0,1,0,0,18,0,6,7,5,11,0,0,6,7,5,11,0,0
9147,1,1,127,123,0,1,0,1,19,0,5,5,5,11,0,0,5,11,3,12,0,2
9238,1,1,141,125,0,1,0,1,19,0,6,8,6,11,0,0,6,6,6,11,0,1
9254,1,1,129,118,0,1,0,0,18,0,6,6,6,10,0,0,6,6,6,11,0,1
9130,1,1,140,129,0,1,0,0,18,0,5,10,4,13,1,0,5,5,5,13,0,2
171,1,1,137,134,0,1,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,1
9085,1,1,140,140,0,1,0,0,22,2,6,9,6,13,0,1,6,9,4,11,0,1
9254,1,1,143,133,0,1,0,0,19,0,6,9,5,13,0,0,6,16,2,13,0,2
9238,1,1,138,133,0,1,0,1,21,0,6,8,3,10,0,0,6,13,4,12,0,2
9773,1,1,120,117,0,1,0,1,21,0,6,6,5,13,0,0,6,7,6,12,0,1
9500,1,1,144,128,0,1,0,1,18,0,8,11,7,12,0,0,8,11,7,12,0,1
